Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;;;;
2024;6101XR;1; 178.900 ;;;;
2024;6101XZ;1; 286.700 ;;;;
2024;6102RV;1; 338.600 ;;;;
2024;6104BM;1; 25.000 ;;;;
2024;6104RG;1; 567.600 ;;;;
2024;6104RT;1; 63.700 ;;;;
2024;6105AD;2; 630.660 ;;;;
2024;6105AM;1; 1.061.900 ;;;;
2024;6111AA;1; 352.700 ;;;;
2024;6114AN;1; 322.400 ;;;;
2024;6114JZ;1; 96.300 ;;;;
2024;6114KE;1; 113.200 ;;;;
2024;6114KW;1; 288.000 ;;;;
2024;6114LB;2; 2.195.100 ;;;;
2024;6114RE;2; 382.700 ;;;;
2024;6114RM;1; 73.600 ;;;;
2024;6116CC;1; 60.400 ;;;;
2024;6121XK;1; 78.300 ;;;;
2024;6132AW;1; 275.900 ;;;;
2024;6132KA;1; 33.000 ;;;;
2024;6141AW;1; 728.600 ;;;;
2024;6142BT;1; 228.200 ;;;;
2024;6153AB;1; 288.400 ;;;;
2024;6155NM;2; 416.600 ;;;;
2024;6164JL;1; 910.100 ;;;;
2024;6171XA;1; 841.400 ;;;;
2024;6191PJ;2; 942.700 ;;;;
2024;6225NC;1; 309.900 ;;;;
2024;6226DL;1; 6.100 ;;;;
2024;6228XV;1; 877.000 ;;;;
2024;6235AA;1; 467.000 ;;;;
2024;6235AJ;1; 107.300 ;;;;
2024;6241ND;1; 241.400 ;;;;
2024;6241NS;1; 34.000 ;;;;
2024;6243AG;1; 125.300 ;;;;
2024;6245AA;1; 365.600 ;;;;
2024;6255AJ;1; 60.300 ;;;;
2024;6255NJ;1; 170.100 ;;;;
2024;6255NK;1; 310.800 ;;;;
2024;6262NZ;1; 1.316.500 ;;;;
2024;6267AA;1; 671.700 ;;;;
2024;6267AH;1; 132.100 ;;;;
2024;6268NC;1; 185.600 ;;;;
2024;6269NG;1; 41.300 ;;;;
2024;6271NS;1; 84.300 ;;;;
2024;6281AD;1; 107.500 ;;;;
2024;6286CJ;1; 86.800 ;;;;
2024;6291DA;1; 220.200 ;;;;
2024;6291DB;1; 83.000 ;;;;
2024;6291NA;1; 115.400 ;;;;
2024;6291NG;2; 371.200 ;;;;
2024;6294NC;1; 150.300 ;;;;
2024;6294NG;1; 1.107.500 ;;;;
2024;6301PR;1; 972.200 ;;;;
2024;6325PA;1; 165.400 ;;;;
2024;6325PB;1; 81.900 ;;;;
2024;6325PC;1; 77.800 ;;;;
2024;6325PE;1; 32.300 ;;;;
2024;6333CB;1; 157.700 ;;;;
2024;6333ER;1; 335.700 ;;;;
2024;6336PC;1; 1.613.000 ;;;;
2024;6336TG;1; 1.173.100 ;;;;
2024;6336VW;1; 992.700 ;;;;
2024;6336XZ;1; 98.000 ;;;;
2024;6343PB;1; 308.500 ;;;;
2024;6343PH;1; 154.740 ;;;;
2024;6343PL;1; 344.100 ;;;;
2024;6351JE;1; 48.000 ;;;;
2024;6351JL;1; 32.500 ;;;;
2024;6353AK;1; 40.800 ;;;;
2024;6361DA;1; 102.400 ;;;;
2024;6361HH;1; 378.400 ;;;;
2024;6363CB;1; 746.800 ;;;;
2024;6363CD;1; 432.400 ;;;;
2024;6365AC;1; 384.900 ;;;;
2024;6365EA;1; 158.800 ;;;;
2024;6367AJ;1; 124.400 ;;;;
2024;6369BK;1; 96.900 ;;;;
2024;6369TE;2; 781.500 ;;;;
2024;6371CZ;1; 254.800 ;;;;
2024;6371GJ;1; 12.720 ;;;;
2024;6372AP;1; 85.300 ;;;;
2024;6372VG;1; 165.700 ;;;;
2024;6372XH;1; 1.399.900 ;;;;
2024;6374CB;1; 1.377.700 ;;;;
2024;6374CT;1; 71.000 ;;;;
2024;6374ER;1; 34.000 ;;;;
2024;6374LG;2; 1.005.700 ;;;;
2024;6374XX;1; 1.102.900 ;;;;
2024;6419PL;1; 163.500 ;;;;
2024;6431EZ;1; 223.100 ;;;;
2024;6433KG;1; 17.100 ;;;;
2024;6438AE;2; 1.145.800 ;;;;
2024;6438BK;1; 89.400 ;;;;
2024;6438GE;1; 193.300 ;;;;
2024;6438HA;1; 213.000 ;;;;
2024;6439AD;1; 1.333.700 ;;;;
2024;6441JA;1; 313.700 ;;;;
2024;6441LG;1; 3.188.600 ;;;;
2024;6447BV;1; 436.400 ;;;;
2024;6447CJ;1; 256.200 ;;;;
2024;6447CL;1; 167.200 ;;;;
2024;6451AG;1; 462.300 ;;;;
2024;6451BX;1; 626.100 ;;;;
2024;6451BZ;1; 364.200 ;;;;
2024;6451CH;1; 112.200 ;;;;
2024;6451PA;1; 196.800 ;;;;
2024;6451PR;1; 132.400 ;;;;
2024;6456AP;1; 48.000 ;;;;
2024;6464GM;1; 273.200 ;;;;
2024;6465AC;1; 1.223.900 ;;;;
2024;6466GC;1; 152.400 ;;;;
2024;6534AP;1; 108.000 ;;;;
2024;6542SX;1; 41.000 ;;;;
2024;6551ZE;1; 15.000 ;;;;
2024;6561KP;1; 257.400 ;;;;
2024;6561KS;1; 316.900 ;;;;
2024;6561KV;1; 479.800 ;;;;
2024;6562DM;1; 26.200 ;;;;
2024;6562KC;1; 692.200 ;;;;
2024;6562KK;1; 170.400 ;;;;
2024;6562LS;1; 470.000 ;;;;
2024;6571CH;2; 683.500 ;;;;
2024;6571CK;1; 9.000 ;;;;
2024;6573AZ;1; 59.500 ;;;;
2024;6581ED;1; 644.600 ;;;;
2024;6582BB;1; 287.500 ;;;;
2024;6582BR;1; 780.100 ;;;;
2024;6585KP;1; 611.600 ;;;;
2024;6585XG;1; 143.300 ;;;;
2024;6595MB;1; 854.100 ;;;;
2024;6595MG;1; 208.900 ;;;;
2024;6595MK;1; 245.500 ;;;;
2024;6596MA;1; 687.040 ;;;;
2024;6596MB;1; 476.600 ;;;;
2024;6598AE;1; 234.000 ;;;;
2024;6598MC;2; 551.900 ;;;;
2024;6601PB;2; 528.000 ;;;;
2024;6603KD;1; 134.500 ;;;;
2024;6603KN;1; 453.500 ;;;;
2024;6603KS;1; 41.000 ;;;;
2024;6603KT;1; 806.200 ;;;;
2024;6603KW;1; 73.200 ;;;;
2024;6603LM;1; 307.700 ;;;;
2024;6604BH;1; 36.000 ;;;;
2024;6604KE;1; 64.700 ;;;;
2024;6604KG;1; 71.000 ;;;;
2024;6611AD;1; 282.000 ;;;;
2024;6611AM;1; 30.800 ;;;;
2024;6611KJ;1; 83.800 ;;;;
2024;6611KR;1; 507.400 ;;;;
2024;6611KS;1; 297.800 ;;;;
2024;6615AK;1; 870.800 ;;;;
2024;6615AP;1; 65.000 ;;;;
2024;6616AA;1; 149.300 ;;;;
2024;6616AC;1; 205.300 ;;;;
2024;6617AK;1; 294.100 ;;;;
2024;6617AZ;2; 158.400 ;;;;
2024;6617KH;1; 15.800 ;;;;
2024;6621BR;1; 634.500 ;;;;
2024;6621KL;1; 34.900 ;;;;
2024;6624KJ;1; 852.000 ;;;;
2024;6628AG;1; 11.000 ;;;;
2024;6631BK;1; 25.000 ;;;;
2024;6631KC;1; 473.000 ;;;;
2024;6631KJ;1; 314.400 ;;;;
2024;6631KW;1; 4.000 ;;;;
2024;6634KC;1; 21.000 ;;;;
2024;6634KH;1; 320.000 ;;;;
2024;6641KZ;1; 16.462.900 ;;;;
2024;6644AD;1; 283.500 ;;;;
2024;6644KJ;1; 4.000 ;;;;
2024;6644KP;1; 14.000 ;;;;
2024;6644KR;2; 541.900 ;;;;
2024;6653CG;1; 44.000 ;;;;
2024;6655KB;1; 211.200 ;;;;
2024;6657AA;1; 290.300 ;;;;
2024;6657AE;1; 169.400 ;;;;
2024;6659KE;1; 95.000 ;;;;
2024;6661KE;1; 564.900 ;;;;
2024;6661NB;1; 19.500 ;;;;
2024;6661ND;1; 107.100 ;;;;
2024;6661NG;1; 64.000 ;;;;
2024;6661NK;1; 138.000 ;;;;
2024;6661NN;1; 293.000 ;;;;
2024;6661NP;1; 36.000 ;;;;
2024;6661NR;1; 810.700 ;;;;
2024;6661NS;2; 207.500 ;;;;
2024;6662NP;2; 92.400 ;;;;
2024;6663KC;1; 24.000 ;;;;
2024;6665LL;1; 605.400 ;;;;
2024;6666AE;1; 513.400 ;;;;
2024;6666GA;1; 561.400 ;;;;
2024;6666LA;1; 403.300 ;;;;
2024;6668AT;1; 75.000 ;;;;
2024;6671DH;1; 41.500 ;;;;
2024;6672MC;1; 51.600 ;;;;
2024;6674MB;1; 53.700 ;;;;
2024;6674MH;1; 1.500 ;;;;
2024;6678PA;1; 88.000 ;;;;
2024;6681DX;1; 132.300 ;;;;
2024;6681VX;1; 391.500 ;;;;
2024;6687AT;1; 149.700 ;;;;
2024;6687LD;1; 2.506.300 ;;;;
2024;6687LS;2; 48.500 ;;;;
2024;6687LT;2; 90.700 ;;;;
2024;6691ES;2; 303.900 ;;;;
2024;6691EV;1; 244.500 ;;;;
2024;6691GE;1; 15.500 ;;;;
2024;6691JJ;1; 28.400 ;;;;
2024;6691MG;1; 69.000 ;;;;
2024;6704AN;1; 192.600 ;;;;
2024;6704PA;1; 150.000 ;;;;
2024;6717XA;1; 80.880 ;;;;
2024;6718NG;1; 1.386.300 ;;;;
2024;6718PC;1; 428.900 ;;;;
2024;6718PG;1; 907.600 ;;;;
2024;6718SB;1; 338.000 ;;;;
2024;6718SH;1; 960.700 ;;;;
2024;6718ST;1; 94.000 ;;;;
2024;6718TJ;1; 86.700 ;;;;
2024;6718TZ;1; 378.000 ;;;;
2024;6718VD;1; 229.200 ;;;;
2024;6718WC;1; 358.200 ;;;;
2024;6718WH;1; 113.380 ;;;;
2024;6721ML;1; 73.300 ;;;;
2024;6721MV;1; 450.900 ;;;;
2024;6721MX;1; 257.700 ;;;;
2024;6721NA;1; 237.800 ;;;;
2024;6721NC;1; 15.000 ;;;;
2024;6721NH;1; 121.800 ;;;;
2024;6731BV;1; 483.000 ;;;;
2024;6731SC;2; 747.500 ;;;;
2024;6732AS;1; 466.800 ;;;;
2024;6732DG;1; 567.800 ;;;;
2024;6732GC;1; 283.600 ;;;;
2024;6732GL;1; 160.500 ;;;;
2024;6732GR;1; 567.300 ;;;;
2024;6733JB;1; 32.500 ;;;;
2024;6741EC;1; 1.805.940 ;;;;
2024;6741GR;1; 97.500 ;;;;
2024;6741GV;1; 154.000 ;;;;
2024;6741HE;1; 260.800 ;;;;
2024;6741HH;1; 496.500 ;;;;
2024;6741HN;1; 109.760 ;;;;
2024;6741HP;3; 871.300 ;;;;
2024;6741JL;1; 151.920 ;;;;
2024;6741KN;1; 187.800 ;;;;
2024;6741KP;1; 860.700 ;;;;
2024;6741LD;1; 245.200 ;;;;
2024;6741LH;1; 147.600 ;;;;
2024;6741PB;2; 639.800 ;;;;
2024;6741PG;1; 499.200 ;;;;
2024;6741PL;1; 94.900 ;;;;
2024;6744PJ;1; 669.000 ;;;;
2024;6744TB;1; 373.200 ;;;;
2024;6816RW;1; 607.600 ;;;;
2024;6816SJ;1; 672.500 ;;;;
2024;6816VA;1; 127.530 ;;;;
2024;6816VS;1; 283.370 ;;;;
2024;6836AA;1; 153.000 ;;;;
2024;6836AB;1; 240.000 ;;;;
2024;6836AG;1; 333.900 ;;;;
2024;6851DK;1; 387.000 ;;;;
2024;6861AH;1; 154.900 ;;;;
2024;6862BH;1; 584.000 ;;;;
2024;6865NA;1; 1.211.300 ;;;;
2024;6865ND;1; 276.300 ;;;;
2024;6866NL;1; 267.000 ;;;;
2024;6866NM;2; 47.500 ;;;;
2024;6871NJ;1; 52.000 ;;;;
2024;6871NR;1; 448.000 ;;;;
2024;6874BT;1; 1.371.900 ;;;;
2024;6903PE;1; 394.300 ;;;;
2024;6905BA;1; 726.300 ;;;;
2024;6905CE;1; 73.500 ;;;;
2024;6909BL;1; 934.700 ;;;;
2024;6911KM;1; 827.000 ;;;;
2024;6914KJ;1; 192.000 ;;;;
2024;6914KK;1; 45.400 ;;;;
2024;6921PM;1; 18.620 ;;;;
2024;6923CB;1; 55.600 ;;;;
2024;6923CC;1; 301.300 ;;;;
2024;6924AB;1; 333.100 ;;;;
2024;6931AE;1; 563.400 ;;;;
2024;6941RB;1; 312.700 ;;;;
2024;6941SK;1; 655.000 ;;;;
2024;6942JC;1; 222.600 ;;;;
2024;6942JK;1; 29.000 ;;;;
2024;6942PP;1; 68.500 ;;;;
2024;6942PT;1; 41.480 ;;;;
2024;6952ET;1; 13.000 ;;;;
2024;6956CG;1; 12.500 ;;;;
2024;6957DE;1; 256.700 ;;;;
2024;6957DJ;1; 253.500 ;;;;
2024;6961RA;2; 188.600 ;;;;
2024;6971JS;1; 290.000 ;;;;
2024;6988BS;1; 799.600 ;;;;
2024;6991JN;1; 516.300 ;;;;
2024;6991JP;1; 60.000 ;;;;
2024;6994JD;2; 750.500 ;;;;
2024;6998CC;1; 81.500 ;;;;
2024;6999DT;1; 128.800 ;;;;
2024;6999EB;1; 416.500 ;;;;
2024;7002CP;1; 471.000 ;;;;
2024;7004HL;1; 95.400 ;;;;
2024;7004JB;1; 263.400 ;;;;
2024;7021KC;1; 232.100 ;;;;
2024;7021LT;1; 356.900 ;;;;
2024;7031EG;1; 220.640 ;;;;
2024;7031HS;1; 135.100 ;;;;
2024;7036AB;1; 30.700 ;;;;
2024;7036AC;1; 32.300 ;;;;
2024;7037BG;1; 90.000 ;;;;
2024;7037CN;1; 40.700 ;;;;
2024;7037DA;2; 317.400 ;;;;
2024;7038EM;1; 113.800 ;;;;
2024;7039CC;1; 52.800 ;;;;
2024;7039CK;1; 238.900 ;;;;
2024;7047CB;1; 403.500 ;;;;
2024;7054AL;1; 227.120 ;;;;
2024;7054AV;1; 56.780 ;;;;
2024;7055AM;1; 282.700 ;;;;
2024;7055BT;1; 179.100 ;;;;
2024;7064KG;1; 89.100 ;;;;
2024;7064LA;1; 62.400 ;;;;
2024;7075DK;1; 427.500 ;;;;
2024;7075DS;1; 14.000 ;;;;
2024;7075EL;1; 262.300 ;;;;
2024;7075EP;1; 108.830 ;;;;
2024;7081AA;1; 510.700 ;;;;
2024;7081HM;1; 10.000 ;;;;
2024;7083AN;1; 247.400 ;;;;
2024;7101PA;1; 1.992.940 ;;;;
2024;7104GM;1; 41.900 ;;;;
2024;7105CC;1; 6.000 ;;;;
2024;7107AZ;1; 14.000 ;;;;
2024;7109BB;1; 140.000 ;;;;
2024;7109BS;1; 738.050 ;;;;
2024;7109CB;1; 30.000 ;;;;
2024;7119AA;1; 45.000 ;;;;
2024;7121KC;1; 270.060 ;;;;
2024;7122JX;1; 177.240 ;;;;
2024;7122KC;1; 359.440 ;;;;
2024;7122RP;1; 83.280 ;;;;
2024;7135JB;1; 76.380 ;;;;
2024;7135JC;1; 263.500 ;;;;
2024;7135KK;1; 82.900 ;;;;
2024;7136KN;1; 619.800 ;;;;
2024;7136LC;1; 56.320 ;;;;
2024;7137HD;1; 51.300 ;;;;
2024;7141HE;1; 671.520 ;;;;
2024;7151HA;2; 1.004.020 ;;;;
2024;7151HR;1; 178.000 ;;;;
2024;7157BB;1; 45.000 ;;;;
2024;7161ML;1; 184.320 ;;;;
2024;7161RH;1; 353.500 ;;;;
2024;7207DG;2; 182.620 ;;;;
2024;7211LR;1; 96.000 ;;;;
2024;7211MH;1; 155.500 ;;;;
2024;7213LT;1; 259.000 ;;;;
2024;7216PP;1; 243.000 ;;;;
2024;7216PT;1; 379.200 ;;;;
2024;7218NM;1; 139.900 ;;;;
2024;7241RL;1; 133.000 ;;;;
2024;7241SC;1; 268.100 ;;;;
2024;7244NA;1; 907.000 ;;;;
2024;7245NE;1; 40.000 ;;;;
2024;7245VW;1; 1.452.300 ;;;;
2024;7251LW;1; 138.300 ;;;;
2024;7251NA;1; 208.900 ;;;;
2024;7255JZ;1; 46.500 ;;;;
2024;7255LW;1; 129.000 ;;;;
2024;7255NN;1; 220.200 ;;;;
2024;7255PM;1; 639.600 ;;;;
2024;7261MX;1; 31.200 ;;;;
2024;7261SK;1; 359.770 ;;;;
2024;7271SM;1; 12.000 ;;;;
2024;7274DP;1; 101.000 ;;;;
2024;7274EG;1; 1.883.200 ;;;;
2024;7274EM;1; 827.600 ;;;;
2024;7275AE;1; 96.800 ;;;;
2024;7275AR;1; 129.240 ;;;;
2024;7275AV;1; 339.600 ;;;;
2024;7275BH;1; 528.500 ;;;;
2024;7325WR;1; 148.600 ;;;;
2024;7331CJ;1; 16.000 ;;;;
2024;7333NM;1; 156.400 ;;;;
2024;7339GT;1; 268.300 ;;;;
2024;7341PN;1; 732.100 ;;;;
2024;7341PT;1; 291.500 ;;;;
2024;7345AC;1; 72.300 ;;;;
2024;7345CK;1; 248.400 ;;;;
2024;7345CM;1; 92.500 ;;;;
2024;7345CN;1; 30.800 ;;;;
2024;7345CR;1; 287.200 ;;;;
2024;7345DZ;1; 400.400 ;;;;
2024;7345EE;1; 90.300 ;;;;
2024;7351AW;1; 373.000 ;;;;
2024;7361CH;1; 24.000 ;;;;
2024;7361CR;1; 32.000 ;;;;
2024;7361CT;1; 47.500 ;;;;
2024;7361CW;1; 30.000 ;;;;
2024;7361CX;1; 536.500 ;;;;
2024;7364AA;1; 273.400 ;;;;
2024;7364CA;1; 474.300 ;;;;
2024;7371AA;1; 102.100 ;;;;
2024;7371DE;1; 36.000 ;;;;
2024;7381AG;1; 32.400 ;;;;
2024;7382SB;2; 481.000 ;;;;
2024;7384CT;1; 779.000 ;;;;
2024;7384SL;1; 17.100 ;;;;
2024;7384SR;1; 372.300 ;;;;
2024;7395SE;1; 559.400 ;;;;
2024;7396NL;1; 365.500 ;;;;
2024;7431PE;1; 591.200 ;;;;
2024;7433RT;1; 72.000 ;;;;
2024;7434PM;1; 408.400 ;;;;
2024;7434RG;1; 227.820 ;;;;
2024;7434RH;1; 649.600 ;;;;
2024;7435PB;1; 76.900 ;;;;
2024;7437PJ;1; 27.000 ;;;;
2024;7443SP;1; 59.760 ;;;;
2024;7447RN;1; 572.100 ;;;;
2024;7447RP;1; 619.600 ;;;;
2024;7447SP;1; 77.460 ;;;;
2024;7448 RR;1; 61.690 ;;;;
2024;7448RN;1; 420.500 ;;;;
2024;7448RR;1; 361.250 ;;;;
2024;7448RT;1; 192.800 ;;;;
2024;7451CK;1; 170.700 ;;;;
2024;7451LP;1; 340.700 ;;;;
2024;7451LZ;1; 234.000 ;;;;
2024;7451MC;1; 20.000 ;;;;
2024;7451SC;1; 221.000 ;;;;
2024;7451SN;1; 15.000 ;;;;
2024;7461PN;1; 819.000 ;;;;
2024;7468RP;1; 272.500 ;;;;
2024;7468RV;1; 304.200 ;;;;
2024;7475RV;1; 1.141.800 ;;;;
2024;7475SZ;1; 246.600 ;;;;
2024;7475TK;1; 320.500 ;;;;
2024;7481PB;1; 68.800 ;;;;
2024;7481PX;1; 20.000 ;;;;
2024;7481VL;1; 660.300 ;;;;
2024;7482MA;1; 652.200 ;;;;
2024;7482RN;1; 238.000 ;;;;
2024;7482SB;1; 340.100 ;;;;
2024;7495PE;1; 630.000 ;;;;
2024;7495TV;1; 176.400 ;;;;
2024;7511BC;1; 247.200 ;;;;
2024;7522AK;1; 123.300 ;;;;
2024;7522PG;1; 481.000 ;;;;
2024;7524PT;1; 264.500 ;;;;
2024;7536PE;1; 542.600 ;;;;
2024;7546PR;1; 423.100 ;;;;
2024;7546RM;1; 236.380 ;;;;
2024;7548PB;1; 7.640 ;;;;
2024;7552PG;1; 366.680 ;;;;
2024;7554PG;1; 41.500 ;;;;
2024;7554PR;1; 463.500 ;;;;
2024;7554RR;1; 135.300 ;;;;
2024;7559PR;1; 324.600 ;;;;
2024;7561SJ;1; 20.660 ;;;;
2024;7574VB;1; 148.900 ;;;;
2024;7586RB;1; 42.600 ;;;;
2024;7586RR;1; 30.620 ;;;;
2024;7587LC;1; 75.280 ;;;;
2024;7587LL;1; 10.000 ;;;;
2024;7587ND;1; 211.700 ;;;;
2024;7588PB;1; 101.820 ;;;;
2024;7588RE;1; 94.000 ;;;;
2024;7591NB;1; 599.600 ;;;;
2024;7591NE;1; 71.416 ;;;;
2024;7595KH;1; 63.000 ;;;;
2024;7595MK;1; 294.000 ;;;;
2024;7601PC;1; 16.100 ;;;;
2024;7602CH;1; 13.220 ;;;;
2024;7609ZS;1; 30.820 ;;;;
2024;7615PK;1; 142.700 ;;;;
2024;7635NA;1; 3.548.600 ;;;;
2024;7635NK;1; 230.920 ;;;;
2024;7637PB;1; 17.000 ;;;;
2024;7637PD;1; 280.200 ;;;;
2024;7642NT;2; 660.990 ;;;;
2024;7651LC;1; 68.320 ;;;;
2024;7661RP;1; 230.700 ;;;;
2024;7663TE;1; 1.153.600 ;;;;
2024;7665SV;1; 16.000 ;;;;
2024;7665TN;1; 404.700 ;;;;
2024;7671RL;1; 140.100 ;;;;
2024;7678AT;1; 38.240 ;;;;
2024;7678SC;1; 50.380 ;;;;
2024;7678TA;1; 428.080 ;;;;
2024;7683AZ;2; 1.624.900 ;;;;
2024;7683PT;1; 665.600 ;;;;
2024;7683RA;1; 511.400 ;;;;
2024;7683SN;1; 175.800 ;;;;
2024;7688PV;1; 105.090 ;;;;
2024;7688RA;1; 126.000 ;;;;
2024;7691PE;1; 147.460 ;;;;
2024;7691PH;1; 177.400 ;;;;
2024;7701BG;1; 117.100 ;;;;
2024;7701PB;1; 121.500 ;;;;
2024;7707PP;1; 686.500 ;;;;
2024;7711BN;1; 158.800 ;;;;
2024;7715RD;3; 706.860 ;;;;
2024;7722HW;1; 38.480 ;;;;
2024;7722PD;1; 67.000 ;;;;
2024;7722PZ;1; 47.800 ;;;;
2024;7722SG;1; 88.720 ;;;;
2024;7722SM;1; 446.200 ;;;;
2024;7722SP;1; 1.869.700 ;;;;
2024;7722TW;2; 665.680 ;;;;
2024;7731PB;1; 174.300 ;;;;
2024;7731PX;1; 214.400 ;;;;
2024;7737PD;1; 468.700 ;;;;
2024;7737PG;1; 255.500 ;;;;
2024;7738PJ;1; 430.060 ;;;;
2024;7738PS;1; 248.700 ;;;;
2024;7739PE;1; 24.240 ;;;;
2024;7741NC;1; 124.140 ;;;;
2024;7751AM;1; 258.880 ;;;;
2024;7751NM;1; 162.000 ;;;;
2024;7751ZS;1; 170.000 ;;;;
2024;7755NG;1; 812.400 ;;;;
2024;7761AG;1; 131.940 ;;;;
2024;7776RW;1; 517.220 ;;;;
2024;7776SE;1; 71.640 ;;;;
2024;7776SN;1; 341.300 ;;;;
2024;7777SB;1; 73.200 ;;;;
2024;7784CG;1; 198.160 ;;;;
2024;7793HM;1; 680.200 ;;;;
2024;7796HR;1; 318.600 ;;;;
2024;7797RD;1; 137.960 ;;;;
2024;7812BM;1; 214.840 ;;;;
2024;7814TA;1; 597.200 ;;;;
2024;7814TD;1; 1.847.100 ;;;;
2024;7824RW;1; 227.498 ;;;;
2024;7841BP;1; 330.460 ;;;;
2024;7844NW;1; 60.000 ;;;;
2024;7845TB;1; 437.400 ;;;;
2024;7846AP;1; 250.900 ;;;;
2024;7846TB;1; 419.480 ;;;;
2024;7853TC;1; 55.120 ;;;;
2024;7863TJ;1; 306.720 ;;;;
2024;7871TG;1; 265.200 ;;;;
2024;7872TA;1; 337.700 ;;;;
2024;7874TL;1; 252.600 ;;;;
2024;7881HK;1; 127.460 ;;;;
2024;7881XB;1; 290.900 ;;;;
2024;7884TB;1; 13.800 ;;;;
2024;7885AN;1; 58.240 ;;;;
2024;7887GB;1; 511.280 ;;;;
2024;7887GD;1; 621.260 ;;;;
2024;7894AH;1; 507.800 ;;;;
2024;7908WT;1; 28.500 ;;;;
2024;7913TL;1; 73.100 ;;;;
2024;7913TR;1; 22.540 ;;;;
2024;7921XC;1; 90.680 ;;;;
2024;7925PK;1; 60.000 ;;;;
2024;7925PL;1; 87.000 ;;;;
2024;7926TR;1; 308.000 ;;;;
2024;7927PB;1; 229.220 ;;;;
2024;7932PJ;1; 216.700 ;;;;
2024;7934PD;1; 109.380 ;;;;
2024;7934PN;1; 379.600 ;;;;
2024;7943KG;1; 355.020 ;;;;
2024;7946KK;1; 255.700 ;;;;
2024;7946LZ;1; 284.000 ;;;;
2024;7948LE;1; 158.700 ;;;;
2024;7948NH;1; 348.940 ;;;;
2024;7949AN;1; 36.000 ;;;;
2024;7951PK;1; 81.000 ;;;;
2024;7954PB;1; 50.000 ;;;;
2024;7957NB;1; 194.600 ;;;;
2024;7958RA;1; 319.300 ;;;;
2024;7958SR;1; 71.760 ;;;;
2024;7961LN;1; 217.000 ;;;;
2024;7961NT;1; 200.000 ;;;;
2024;7963PC;1; 131.640 ;;;;
2024;7966AA;1; 189.580 ;;;;
2024;7966AB;1; 687.700 ;;;;
2024;7981NA;1; 389.800 ;;;;
2024;7981ND;1; 153.800 ;;;;
2024;7986PP;1; 70.000 ;;;;
2024;7991AB;1; 31.440 ;;;;
2024;7991NB;1; 511.560 ;;;;
2024;8014BE;2; 503.700 ;;;;
2024;8020;1; 35.900 ;;;;
2024;8021DA;1; 2.000 ;;;;
2024;8034PJ;1; 576.900 ;;;;
2024;8035PL;1; 330.000 ;;;;
2024;8051SH;1; 52.140 ;;;;
2024;8061RR;1; 72.950 ;;;;
2024;8071RR;1; 384.540 ;;;;
2024;8071SJ;1; 311.000 ;;;;
2024;8072DG;1; 371.800 ;;;;
2024;8076PM;1; 333.600 ;;;;
2024;8077RA;1; 390.800 ;;;;
2024;8077RT;1; 160.000 ;;;;
2024;8081RZ;1; 276.280 ;;;;
2024;8084HE;1; 267.000 ;;;;
2024;8084PM;2; 105.000 ;;;;
2024;8091PD;1; 154.700 ;;;;
2024;8091PK;1; 63.000 ;;;;
2024;8091PL;1; 486.600 ;;;;
2024;8094SB;1; 3.546.990 ;;;;
2024;8096PJ;1; 15.000 ;;;;
2024;8096PS;1; 129.650 ;;;;
2024;8101PS;1; 30.000 ;;;;
2024;8102RN;1; 218.380 ;;;;
2024;8102SL;1; 1.114.200 ;;;;
2024;8102ST;1; 15.400 ;;;;
2024;8105RE;1; 84.000 ;;;;
2024;8105SB;1; 52.800 ;;;;
2024;8105SK;1; 42.180 ;;;;
2024;8106AC;1; 368.200 ;;;;
2024;8106AG;1; 1.068.400 ;;;;
2024;8106RJ;1; 36.500 ;;;;
2024;8106RK;1; 217.300 ;;;;
2024;8112PK;1; 238.420 ;;;;
2024;8112PS;1; 108.000 ;;;;
2024;8112PT;1; 202.300 ;;;;
2024;8121RV;1; 625.500 ;;;;
2024;8124RA;1; 66.480 ;;;;
2024;8131TC;1; 931.000 ;;;;
2024;8141PA;1; 347.000 ;;;;
2024;8141PN;1; 66.700 ;;;;
2024;8144RC;1; 524.300 ;;;;
2024;8144RE;1; 75.000 ;;;;
2024;8146PK;1; 73.100 ;;;;
2024;8146PM;1; 191.300 ;;;;
2024;8148RH;1; 286.700 ;;;;
2024;8151AT;1; 161.000 ;;;;
2024;8152DG;1; 501.700 ;;;;
2024;8153RC;1; 30.000 ;;;;
2024;8162NE;1; 405.200 ;;;;
2024;8162NG;2; 106.000 ;;;;
2024;8162PR;1; 41.000 ;;;;
2024;8162RP;1; 317.080 ;;;;
2024;8166JR;1; 183.300 ;;;;
2024;8166KR;1; 3.208.280 ;;;;
2024;8167LP;1; 66.000 ;;;;
2024;8167LV;1; 133.580 ;;;;
2024;8171LC;1; 45.450 ;;;;
2024;8171LE;1; 270.700 ;;;;
2024;8171PT;1; 433.800 ;;;;
2024;8171RK;1; 118.700 ;;;;
2024;8181NN;1; 65.000 ;;;;
2024;8181PM;1; 473.200 ;;;;
2024;8181RA;1; 589.500 ;;;;
2024;8191BW;1; 42.600 ;;;;
2024;8191KM;1; 339.940 ;;;;
2024;8191KT;1; 16.400 ;;;;
2024;8211BB;1; 116.600 ;;;;
2024;8211BD;1; 32.580 ;;;;
2024;8219PE;1; 991.100 ;;;;
